Generation 199
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2386380396472681 -0.017566621800027882 1.4458883034489793 -5.099907951435709 -2.9912704322597046 -4.826156143922506 | 18059.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -1.047979478932559 -0.017566621800027882 1.4458883034489793 -4.494348742570617 -3.0909024134302188 -4.303610191971866 | 12756.0
-0.9071888344313868 -4.831446464075813 -14.728604013202432 -0.2386380396472681 -0.6241762618515283 1.7261084100344777 -4.779030698654394 -3.0909024134302188 -4.826156143922506 | 11768.0
-0.9071888344313868 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.017566621800027882 1.6926743011639938 -4.494348742570617 -3.0909024134302188 -4.303610191971866 | 11527.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2386380396472681 -0.03945337426181758 1.4458883034489793 -4.494348742570617 -3.0909024134302188 -4.826156143922506 | 10265.0
-0.24744495340943623 -4.831446464075813 -13.296040889598329 -0.2386380396472681 0.13933421223938366 1.7261084100344777 -4.494348742570617 -3.9614890221963535 -5.86472334671371 | 8583.0
-0.3679552686704912 -4.831446464075813 -11.545253171302202 -1.047979478932559 -0.2664517279442951 1.6926743011639938 -4.494348742570617 -3.0909024134302188 -6.702259162912262 | 7824.0
-0.9042638366412026 -4.191229277799921 -14.728604013202432 -0.2856262672529818 -0.6241762618515283 1.7261084100344777 -4.494348742570617 -1.8749831487079633 -5.86472334671371 | 7821.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.03945337426181758 2.0322937086358044 -4.494348742570617 -3.0909024134302188 -4.826156143922506 | 6695.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.017566621800027882 1.4668979998480334 -4.494348742570617 -3.0909024134302188 -4.826156143922506 | 6515.0
-0.9071888344313868 -4.831446464075813 -14.728604013202432 -0.2856262672529818 -0.017566621800027882 1.6926743011639938 -4.494348742570617 -3.0909024134302188 -4.303610191971866 | 6290.0
-0.24744495340943623 -4.8476069227425524 -13.296040889598329 -0.2386380396472681 -0.017566621800027882 1.7261084100344777 -4.494348742570617 -3.9614890221963535 -4.826156143922506 | 6085.0
-0.9042638366412026 -4.831446464075813 -14.728604013202432 -0.2856262672529818 0.13933421223938366 1.4668979998480334 -4.494348742570617 -3.0909024134302188 -6.141970542186539 | 6054.0
-0.9042638366412026 -4.831446464075813 -14.728604013202432 -0.2856262672529818 -0.017566621800027882 1.6926743011639938 -4.494348742570617 -3.0909024134302188 -4.303610191971866 | 5632.0
-0.24744495340943623 -4.191229277799921 -13.296040889598329 -0.2856262672529818 -0.2664517279442951 1.6926743011639938 -4.494348742570617 -3.9614890221963535 -3.8338749489792963 | 5470.0
-0.9042638366412026 -5.843280879998897 -13.296040889598329 -0.2856262672529818 -0.017566621800027882 1.6926743011639938 -4.494348742570617 -2.9912704322597046 -4.303610191971866 | 5411.0
-0.9042638366412026 -5.843280879998897 -13.296040889598329 -0.2386380396472681 -0.017566621800027882 1.4458883034489793 -5.257961042968253 -1.8749831487079633 -5.86472334671371 | 5218.0
-0.9071888344313868 -4.831446464075813 -13.296040889598329 -0.2856262672529818 0.13933421223938366 2.0322937086358044 -4.494348742570617 -3.0909024134302188 -3.8338749489792963 | 5172.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.017566621800027882 1.7261084100344777 -4.494348742570617 -3.9614890221963535 -6.141970542186539 | 4903.0
-0.8156744996904278 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.2664517279442951 2.4519811299089236 -4.609363769088831 -3.0909024134302188 -4.826156143922506 | 4894.0
-0.9042638366412026 -4.831446464075813 -11.690446750519609 -0.2856262672529818 0.2103789259882597 2.0322937086358044 -4.494348742570617 -2.6860392635044565 -4.826156143922506 | 4719.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.017566621800027882 1.6926743011639938 -4.609363769088831 -3.0909024134302188 -4.303610191971866 | 4671.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.017566621800027882 2.0322937086358044 -3.142112199480456 -3.0909024134302188 -4.303610191971866 | 4530.0
-0.3679552686704912 -4.831446464075813 -11.545253171302202 -1.047979478932559 -0.017566621800027882 1.7261084100344777 -4.494348742570617 -3.0909024134302188 -6.141970542186539 | 4361.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -1.047979478932559 1.1209135913951547 1.7261084100344777 -4.494348742570617 -2.9912704322597046 -4.303610191971866 | 4353.0
-2.4255868230041555 -4.191229277799921 -13.597575966115722 -0.2856262672529818 -0.017566621800027882 2.6750834249239794 -4.494348742570617 -3.0909024134302188 -4.011468557403105 | 4293.0
-0.3679552686704912 -4.831446464075813 -13.296040889598329 -2.20362092517148 -0.03945337426181758 1.7261084100344777 -4.494348742570617 -3.0909024134302188 -4.303610191971866 | 4193.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.03945337426181758 1.6926743011639938 -4.609363769088831 -3.0909024134302188 -3.8338749489792963 | 4180.0
-0.9071888344313868 -4.191229277799921 -13.296040889598329 -0.2856262672529818 -0.017566621800027882 1.6926743011639938 -4.494348742570617 -3.9614890221963535 -4.303610191971866 | 4158.0
-0.9071888344313868 -4.831446464075813 -13.296040889598329 -0.2856262672529818 0.13933421223938366 1.4668979998480334 -4.494348742570617 -3.0909024134302188 -4.303610191971866 | 4039.0
-0.9042638366412026 -5.843280879998897 -13.597575966115722 -1.047979478932559 0.9397364373419126 2.0322937086358044 -4.494348742570617 -3.0909024134302188 -3.858668071652676 | 4015.0
-0.9071888344313868 -4.191229277799921 -13.296040889598329 -0.2856262672529818 0.9397364373419126 1.6926743011639938 -4.494348742570617 -3.0909024134302188 -4.011468557403105 | 3932.0
-0.9042638366412026 -4.831446464075813 -13.597575966115722 -0.2386380396472681 -0.2664517279442951 2.0322937086358044 -4.494348742570617 -3.9614890221963535 -4.826156143922506 | 3714.0
-0.9042638366412026 -5.843280879998897 -13.296040889598329 -1.047979478932559 0.9397364373419126 1.6926743011639938 -4.494348742570617 -3.9614890221963535 -4.303610191971866 | 3623.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2856262672529818 0.9397364373419126 2.0322937086358044 -4.609363769088831 -4.462501729212769 -6.141970542186539 | 3622.0
-2.4255868230041555 -5.843280879998897 -13.296040889598329 -0.2856262672529818 -0.017566621800027882 1.7261084100344777 -4.494348742570617 -2.9912704322597046 -4.303610191971866 | 3601.0
-0.9071888344313868 -4.831446464075813 -14.728604013202432 -0.2856262672529818 -0.017566621800027882 1.6926743011639938 -4.494348742570617 -3.0909024134302188 -4.303610191971866 | 3549.0
-0.9071888344313868 -4.191229277799921 -14.728604013202432 -0.2856262672529818 -0.46725212023227647 1.4668979998480334 -4.494348742570617 -3.0909024134302188 -4.011468557403105 | 3524.0
-2.4255868230041555 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.017566621800027882 1.7261084100344777 -4.494348742570617 -2.9912704322597046 -4.303610191971866 | 3475.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2856262672529818 0.9397364373419126 2.0322937086358044 -4.609363769088831 -3.0909024134302188 -4.303610191971866 | 3431.0
-0.9042638366412026 -3.4216928815367007 -13.296040889598329 -0.2386380396472681 -0.017566621800027882 1.6926743011639938 -4.494348742570617 -3.9614890221963535 -4.826156143922506 | 3383.0
-0.9042638366412026 -5.843280879998897 -11.690446750519609 -0.2856262672529818 -0.017566621800027882 2.0322937086358044 -4.494348742570617 -3.9614890221963535 -4.303610191971866 | 3334.0
-4.032417555803065 -4.191229277799921 -13.296040889598329 -1.047979478932559 1.1209135913951547 1.7261084100344777 -4.494348742570617 -3.0909024134302188 -4.303610191971866 | 3160.0
-0.9071888344313868 -4.191229277799921 -14.728604013202432 -0.2856262672529818 -0.46725212023227647 2.6750834249239794 -4.494348742570617 -3.0909024134302188 -4.011468557403105 | 3127.0
-0.9042638366412026 -4.831446464075813 -13.296040889598329 -0.2856262672529818 -0.2664517279442951 1.6926743011639938 -4.494348742570617 -3.0909024134302188 -4.826156143922506 | 3091.0
