Generation 155
2.1791766928027414 -7.271650480201128 -14.683031320262405 -0.33632442149992536 -3.9279597246579976 -3.452409404626872 -1.8811785559862122 -10.0191723390482 -9.241127918429168 | 197.0
2.1791766928027414 -7.422799927477456 -17.506843774390067 -1.2121764324057436 -4.222957904231512 -2.9433155823699924 -2.41801011363068 -9.85327864662733 -9.110121322698102 | 190.0
2.1791766928027414 -8.912291520754 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -10.314937376929999 | 189.0
2.1791766928027414 -5.940814580585854 -17.506843774390067 -1.2127701609905994 -4.222957904231512 -2.9433155823699924 -2.41801011363068 -12.526489719352998 -9.110121322698102 | 188.0
1.88487316252621 -7.422799927477456 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -11.610396320707682 -9.241127918429168 | 186.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.479662154473122 -9.241127918429168 | 182.0
2.1791766928027414 -8.912291520754 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -10.314937376929999 | 178.0
2.1791766928027414 -5.940814580585854 -17.506843774390067 -1.2127701609905994 -4.222957904231512 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -9.241127918429168 | 174.0
2.1791766928027414 -5.940814580585854 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -11.610396320707682 -9.241127918429168 | 167.0
2.1791766928027414 -8.912291520754 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -9.110121322698102 | 164.0
2.909975008511465 -7.422799927477456 -14.683031320262405 -1.2121764324057436 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.479662154473122 -9.241127918429168 | 157.0
2.1791766928027414 -5.806018155218346 -15.915998058345997 -1.2121764324057436 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.479662154473122 -9.241127918429168 | 155.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2121764324057436 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.479662154473122 -9.110121322698102 | 150.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -12.155189084615785 -10.314937376929999 | 140.0
2.909975008511465 -7.422799927477456 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -9.85327864662733 -10.314937376929999 | 129.0
2.5093281281086712 -5.940814580585854 -17.506843774390067 -1.2121764324057436 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -11.610396320707682 -9.241127918429168 | 126.0
2.5093281281086712 -5.940814580585854 -17.506843774390067 -1.2121764324057436 -4.222957904231512 -2.9433155823699924 -1.8811785559862122 -11.610396320707682 -9.241127918429168 | 126.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2121764324057436 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -9.85327864662733 -9.241127918429168 | 125.0
2.1791766928027414 -7.422799927477456 -16.10253314987656 -1.2127701609905994 -4.222957904231512 -2.9433155823699924 -0.8625275952190357 -12.526489719352998 -9.241127918429168 | 125.0
2.5093281281086712 -5.940814580585854 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -9.85327864662733 -7.058698672789963 | 124.0
1.7606759942550498 -5.806018155218346 -15.915998058345997 -1.2121764324057436 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -7.058698672789963 | 122.0
2.909975008511465 -7.271650480201128 -14.683031320262405 -1.6798994770090883 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -9.241127918429168 | 120.0
2.1791766928027414 -7.422799927477456 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -11.610396320707682 -10.314937376929999 | 119.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -4.222957904231512 -2.9433155823699924 -1.8811785559862122 -11.610396320707682 -9.241127918429168 | 115.0
2.1791766928027414 -5.940814580585854 -16.10253314987656 -1.2127701609905994 -4.222957904231512 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -9.28302478770145 | 115.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -0.9138736616056651 -3.9279597246579976 -2.9433155823699924 -2.8471706447897613 -9.041521317083925 -8.509204858108255 | 115.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.479662154473122 -9.110121322698102 | 109.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2121764324057436 -3.4848888377350646 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -9.241127918429168 | 107.0
2.1791766928027414 -5.940814580585854 -17.506843774390067 -1.2127701609905994 -4.222957904231512 -2.9433155823699924 -1.8811785559862122 -12.526489719352998 -9.110121322698102 | 104.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.479662154473122 -7.058698672789963 | 102.0
2.5093281281086712 -6.370510844780482 -16.10253314987656 -0.9138736616056651 -3.9279597246579976 -2.0390106865599944 -2.8471706447897613 -11.610396320707682 -10.314937376929999 | 101.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -4.222957904231512 -2.9433155823699924 -1.8811785559862122 -11.610396320707682 -9.110121322698102 | 100.0
2.5093281281086712 -5.940814580585854 -14.683031320262405 -1.2121764324057436 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -9.85327864662733 -9.241127918429168 | 97.0
2.5093281281086712 -5.940814580585854 -17.506843774390067 -1.2121764324057436 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -11.610396320707682 -9.241127918429168 | 95.0
2.1791766928027414 -5.940814580585854 -17.506843774390067 -1.2127701609905994 -4.222957904231512 -2.9433155823699924 -1.8811785559862122 -12.526489719352998 -9.110121322698102 | 86.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -9.241127918429168 | 83.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -10.0191723390482 -10.314937376929999 | 81.0
2.5093281281086712 -7.422799927477456 -16.10253314987656 -0.9138736616056651 -3.9279597246579976 -2.9433155823699924 -2.8471706447897613 -10.0191723390482 -8.509204858108255 | 81.0
2.1791766928027414 -7.422799927477456 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -10.0191723390482 -7.058698672789963 | 67.0
2.1791766928027414 -7.422799927477456 -16.10253314987656 -1.2127701609905994 -4.222957904231512 -2.0390106865599944 -1.8811785559862122 -10.0191723390482 -8.509204858108255 | 66.0
2.1791766928027414 -8.912291520754 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -10.0191723390482 -9.241127918429168 | 65.0
2.1791766928027414 -7.271650480201128 -14.683031320262405 -0.9138736616056651 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -10.0191723390482 -9.241127918429168 | 64.0
2.5093281281086712 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -9.85327864662733 -7.058698672789963 | 62.0
2.1791766928027414 -5.940814580585854 -16.10253314987656 -1.1242894391222458 -4.222957904231512 -2.9433155823699924 -0.8625275952190357 -12.526489719352998 -10.314937376929999 | 60.0
1.7606759942550498 -6.168068595151083 -15.915998058345997 -1.2127701609905994 -4.222957904231512 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -9.110121322698102 | 59.0
2.5093281281086712 -8.509969531623469 -16.10253314987656 -0.9138736616056651 -3.4848888377350646 -2.0390106865599944 -1.8811785559862122 -10.0191723390482 -9.241127918429168 | 54.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.479662154473122 -9.110121322698102 | 53.0
2.1791766928027414 -7.427954623555757 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -9.85327864662733 -9.241127918429168 | 53.0
2.1791766928027414 -7.271650480201128 -14.683031320262405 -0.33632442149992536 -3.9279597246579976 -3.452409404626872 -2.41801011363068 -10.0191723390482 -9.241127918429168 | 51.0
1.7606759942550498 -5.806018155218346 -15.915998058345997 -1.2121764324057436 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -10.0191723390482 -7.058698672789963 | 40.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -0.33632442149992536 -3.9279597246579976 -3.452409404626872 -1.8811785559862122 -10.479662154473122 -9.932478256564995 | 37.0
2.1791766928027414 -7.271650480201128 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -13.113391244005179 -9.241127918429168 | 37.0
2.909975008511465 -5.940814580585854 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -12.526489719352998 -9.241127918429168 | 36.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.479662154473122 -9.110121322698102 | 28.0
2.454071092697298 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -9.85327864662733 -10.314937376929999 | 26.0
2.1791766928027414 -5.940814580585854 -16.10253314987656 -1.2121764324057436 -4.222957904231512 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -9.241127918429168 | 22.0
2.1791766928027414 -7.422799927477456 -14.683031320262405 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -10.0191723390482 -9.241127918429168 | 9.0
2.1791766928027414 -7.422799927477456 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -1.8811785559862122 -11.610396320707682 -10.314937376929999 | 7.0
2.1791766928027414 -7.422799927477456 -16.10253314987656 -1.2127701609905994 -3.9279597246579976 -2.9433155823699924 -2.41801011363068 -11.610396320707682 -9.241127918429168 | 6.0
-0.2792093836694536 -0.19187323448929372 0.25584337505497823 -0.11960075984136664 -0.5795581982421965 0.08804125178598676 -0.6265273487688576 -0.5423001150546072 0.29375457948280514 | 2.0
0.07304360523547904 0.4611077542032962 0.41197132909642864 -0.047901009554048635 -0.3044705240145773 0.1790643600963857 -0.27623408784861647 -0.2831905402644117 -0.5614593875281619 | 1.0
